CODIGO_MESA;CANDIDATURA;ID_PAIS;PAIS;ID_DEPARTAMENTO;DEPARTAMENTO;CIRCUNSCRIPCION_ESPECIAL;ID_PROVINCIA;PROVINCIA;SECCION;MUNICIPIO;ID_LOCALIDAD;LOCALIDAD;ID_RECINTO;RECINTO;NUMERO_MESA;INSCRITOS_HABILITADOS;CREEMOS;ADN;MAS_IPSP;FPV;PAN_BOL;LIBRE_21;CC;JUNTOS;APG;CPEM_B;CIDOB;BIA_YUQUI;CONAMAQ;OICH;ORCAWETA;YAMINAWA;VOTO_VALIDO;VOTO_BLANCO;VOTO_NULO;VOTO_EMITIDO;VOTO_VALIDO_SISTEMA;VOTO_EMITIDO_SISTEMA
28745;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;1;Coroico;612;Coroico                                 ;2684;Unidad Educ. San Pedro;11;220;0;0;33;1;1;0;25;0;0;0;0;0;0;0;0;0;60;14;2;76;60;76
28746;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;1;Coroico;612;Coroico                                 ;2684;Unidad Educ. San Pedro;12;139;1;0;32;1;0;0;17;0;0;0;0;0;0;0;0;0;51;12;1;64;51;64
28747;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;1;Coroico;613;Yolosa                                  ;25346;U.E. Yolosa;1;220;1;0;49;0;2;0;30;0;0;0;0;0;0;0;0;0;82;33;5;120;82;120
28748;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;1;Coroico;613;Yolosa                                  ;25346;U.E. Yolosa;2;220;0;0;57;0;1;0;22;0;0;0;0;0;0;0;0;0;80;24;4;108;80;108
28749;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;1;Coroico;613;Yolosa                                  ;25346;U.E. Yolosa;3;135;0;0;27;1;0;0;9;0;0;0;0;0;0;0;0;0;37;16;0;53;37;53
28758;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;1;Coroico;616;Mururata                                ;2686;Escuela Franz Tamayo;1;220;0;0;79;2;2;0;52;0;0;0;0;0;0;0;0;0;135;29;10;174;135;174
28759;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;1;Coroico;616;Mururata                                ;2686;Escuela Franz Tamayo;2;220;0;0;78;0;3;0;51;0;0;0;0;0;0;0;0;0;132;30;2;164;132;164
28760;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;1;Coroico;616;Mururata                                ;2686;Escuela Franz Tamayo;3;220;1;0;75;3;0;0;39;0;0;0;0;0;0;0;0;0;118;30;4;152;118;152
28761;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;1;Coroico;616;Mururata                                ;2686;Escuela Franz Tamayo;4;29;0;0;13;0;0;0;7;0;0;0;0;0;0;0;0;0;20;4;1;25;20;25
28766;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;1;Coroico;618;Suapi                                   ;2687;Casa de Gobierno;1;220;0;0;17;0;0;0;30;0;0;0;0;0;0;0;0;0;47;21;3;71;47;71
28767;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;1;Coroico;618;Suapi                                   ;2687;Casa de Gobierno;2;220;0;0;31;0;0;0;36;0;0;0;0;0;0;0;0;0;67;19;4;90;67;90
28768;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;1;Coroico;618;Suapi                                   ;2687;Casa de Gobierno;3;185;0;0;32;0;0;0;28;0;0;0;0;0;0;0;0;0;60;36;3;99;60;99
28769;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;1;Coroico;619;Pacollo                                 ;2688;Escuela Pacollo;1;220;1;0;82;0;0;0;16;0;0;0;0;0;0;0;0;0;99;30;1;130;99;130
28770;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;1;Coroico;619;Pacollo                                 ;2688;Escuela Pacollo;2;220;0;0;84;0;2;0;17;0;0;0;0;0;0;0;0;0;103;27;3;133;103;133
28771;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;1;Coroico;619;Pacollo                                 ;2688;Escuela Pacollo;3;220;0;0;60;0;0;0;20;0;0;0;0;0;0;0;0;0;80;29;1;110;80;110
28772;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;1;Coroico;619;Pacollo                                 ;2688;Escuela Pacollo;4;106;0;0;35;0;0;0;9;0;0;0;0;0;0;0;0;0;44;20;0;64;44;64
28777;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;1;220;0;0;17;1;0;0;61;0;0;0;0;0;0;0;0;0;79;9;3;91;79;91
28778;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;2;220;1;0;15;0;1;0;54;0;0;0;0;0;0;0;0;0;71;8;2;81;71;81
28779;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;3;220;0;0;5;0;0;0;49;0;0;0;0;0;0;0;0;0;54;10;0;64;54;64
28780;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;4;220;0;0;15;0;1;0;47;0;0;0;0;0;0;0;0;0;63;12;2;77;63;77
28781;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;5;220;0;0;17;0;0;0;68;0;0;0;0;0;0;0;0;0;85;10;3;98;85;98
28782;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;6;220;0;0;26;1;0;0;52;0;0;0;0;0;0;0;0;0;79;17;2;98;79;98
28783;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;7;220;0;0;9;0;1;0;50;0;0;0;0;0;0;0;0;0;60;17;3;80;60;80
28784;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;8;220;1;0;9;0;0;0;58;0;0;0;0;0;0;0;0;0;68;8;1;77;68;77
28785;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;9;220;0;0;14;0;1;0;54;0;0;0;0;0;0;0;0;0;69;21;0;90;69;90
28786;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;10;220;1;0;9;1;1;0;47;0;0;0;0;0;0;0;0;0;59;13;0;72;59;72
28787;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;11;220;0;0;11;0;0;0;60;0;0;0;0;0;0;0;0;0;71;11;2;84;71;84
28788;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;12;220;0;0;15;0;0;0;65;0;0;0;0;0;0;0;0;0;80;16;2;98;80;98
28789;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;13;220;0;0;11;1;0;0;58;0;0;0;0;0;0;0;0;0;70;10;0;80;70;80
28790;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;14;220;0;0;16;1;2;0;59;0;0;0;0;0;0;0;0;0;78;1;0;79;78;79
28791;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;15;220;1;0;12;0;0;0;56;0;0;0;0;0;0;0;0;0;69;11;2;82;69;82
28792;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;16;220;0;0;10;0;0;0;65;0;0;0;0;0;0;0;0;0;75;6;1;82;75;82
28793;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;17;220;0;0;8;0;1;0;54;0;0;0;0;0;0;0;0;0;63;12;1;76;63;76
28794;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;18;220;0;0;12;0;1;0;54;0;0;0;0;0;0;0;0;0;67;8;3;78;67;78
28795;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;19;220;0;0;6;0;0;0;58;0;0;0;0;0;0;0;0;0;64;12;0;76;64;76
28796;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;20;220;1;0;9;0;0;0;80;0;0;0;0;0;0;0;0;0;90;10;0;100;90;100
28797;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;21;220;0;0;8;0;0;0;60;0;0;0;0;0;0;0;0;0;68;6;0;74;68;74
28798;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;22;220;0;0;9;0;0;0;48;0;0;0;0;0;0;0;0;0;57;10;0;67;57;67
28799;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;620;Coripata                                ;2690;Escuela Capitan Luis Revero Sanchez;23;185;0;0;15;0;1;0;40;0;0;0;0;0;0;0;0;0;56;14;3;73;56;73
28804;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;622;Arapata                                 ;2691;Colegio Andres de Santa Cruz;1;220;0;0;61;0;2;0;76;0;0;0;0;0;0;0;0;0;139;9;0;148;139;148
28805;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;622;Arapata                                 ;2691;Colegio Andres de Santa Cruz;2;220;1;0;61;1;0;0;75;0;0;0;0;0;0;0;0;0;138;20;6;164;138;164
28806;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;622;Arapata                                 ;2691;Colegio Andres de Santa Cruz;3;220;0;0;66;0;0;0;55;0;0;0;0;0;0;0;0;0;121;16;3;140;121;140
28807;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;622;Arapata                                 ;2691;Colegio Andres de Santa Cruz;4;220;1;0;74;2;1;0;63;0;0;0;0;0;0;0;0;0;141;19;4;164;141;164
28808;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;622;Arapata                                 ;2691;Colegio Andres de Santa Cruz;5;220;0;0;86;1;0;0;56;0;0;0;0;0;0;0;0;0;143;21;2;166;143;166
28809;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;622;Arapata                                 ;2691;Colegio Andres de Santa Cruz;6;220;0;0;64;1;2;0;44;0;0;0;0;0;0;0;0;0;111;25;2;138;111;138
28810;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;622;Arapata                                 ;2691;Colegio Andres de Santa Cruz;7;220;0;0;89;1;0;0;59;0;0;0;0;0;0;0;0;0;149;22;4;175;149;175
28811;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;622;Arapata                                 ;2691;Colegio Andres de Santa Cruz;8;220;0;0;71;1;1;0;51;0;0;0;0;0;0;0;0;0;124;27;3;154;124;154
28812;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;622;Arapata                                 ;2691;Colegio Andres de Santa Cruz;9;220;0;0;59;0;0;0;63;0;0;0;0;0;0;0;0;0;122;16;2;140;122;140
28813;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;622;Arapata                                 ;2691;Colegio Andres de Santa Cruz;10;220;0;0;80;0;3;0;55;0;0;0;0;0;0;0;0;0;138;16;4;158;138;158
28814;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;622;Arapata                                 ;2691;Colegio Andres de Santa Cruz;11;220;1;0;61;1;0;0;56;0;0;0;0;0;0;0;0;0;119;16;2;137;119;137
28815;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;14;Nor Yungas                              ;2;Coripata;622;Arapata                                 ;2691;Colegio Andres de Santa Cruz;12;204;0;0;72;0;1;0;53;0;0;0;0;0;0;0;0;0;126;23;2;151;126;151
28849;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;15;Abel Iturralde                          ;1;Ixiamas;633;Carmen del Emero                        ;2577;Sede Del Carmen del Emero;1;109;0;0;2;0;0;0;57;0;0;0;0;0;0;0;0;0;59;36;2;97;59;97
28850;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;15;Abel Iturralde                          ;1;Ixiamas;635;Puerto Pérez (Iturralde)                ;1060;Escuela Puerto Perez;1;220;5;0;11;2;2;0;36;0;0;0;0;0;0;0;0;0;56;111;12;179;56;179
28851;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;15;Abel Iturralde                          ;1;Ixiamas;635;Puerto Pérez (Iturralde)                ;1060;Escuela Puerto Perez;2;40;0;0;4;3;1;0;4;0;0;0;0;0;0;0;0;0;12;16;2;30;12;30
28854;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;15;Abel Iturralde                          ;1;Ixiamas;3466;El Tigre (Río Madre de Dios)            ;1;Unidad Educativa El Tigre;1;108;0;0;40;1;5;0;15;0;0;0;0;0;0;0;0;0;61;10;6;77;61;77
28855;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;15;Abel Iturralde                          ;1;Ixiamas;3467;Macahua                                 ;1;Unidad Educativa 10 de Abril;1;100;0;0;18;2;9;0;28;0;0;0;0;0;0;0;0;0;57;30;6;93;57;93
28856;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;15;Abel Iturralde                          ;1;Ixiamas;3468;Villa Fátima                            ;1;Escuela Villa Fatima;1;25;2;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;10;4;10;24;10;24
28857;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;15;Abel Iturralde                          ;1;Ixiamas;3469;Puerto Araona                           ;1;Escuela Puerto Araona;1;45;0;0;16;0;0;0;3;0;0;0;0;0;0;0;0;0;19;0;1;20;19;20
28874;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;15;Abel Iturralde                          ;2;San Buenaventura;627;San José de Chupiamonas                 ;2575;Esc. Chaupy Yachay Huasi;1;215;4;0;40;8;3;0;63;0;0;0;0;0;0;0;0;0;118;61;10;189;118;189
28875;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;15;Abel Iturralde                          ;2;San Buenaventura;628;Tumupasa                                ;2542;Col. Tumupasa B;1;220;1;0;15;5;2;0;38;0;0;0;0;0;0;0;0;0;61;44;8;113;61;113
28876;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;15;Abel Iturralde                          ;2;San Buenaventura;628;Tumupasa                                ;2542;Col. Tumupasa B;2;220;3;0;12;2;0;0;23;0;0;0;0;0;0;0;0;0;40;39;6;85;40;85
28877;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;15;Abel Iturralde                          ;2;San Buenaventura;628;Tumupasa                                ;2542;Col. Tumupasa B;3;220;1;0;19;9;0;0;11;0;0;0;0;0;0;0;0;0;40;29;5;74;40;74
28878;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;15;Abel Iturralde                          ;2;San Buenaventura;628;Tumupasa                                ;2542;Col. Tumupasa B;4;220;1;0;18;1;4;0;29;0;0;0;0;0;0;0;0;0;53;61;11;125;53;125
28879;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;15;Abel Iturralde                          ;2;San Buenaventura;628;Tumupasa                                ;2542;Col. Tumupasa B;5;220;2;0;7;8;2;0;16;0;0;0;0;0;0;0;0;0;35;37;1;73;35;73
28880;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;15;Abel Iturralde                          ;2;San Buenaventura;628;Tumupasa                                ;2542;Col. Tumupasa B;6;53;0;0;7;4;0;0;1;0;0;0;0;0;0;0;0;0;12;6;0;18;12;18
28881;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;15;Abel Iturralde                          ;2;San Buenaventura;3470;Buena Vista                             ;1;Unidad Educativa Central Buena Vista;1;220;10;0;67;7;6;0;30;0;0;0;0;0;0;0;0;0;120;63;7;190;120;190
28882;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;15;Abel Iturralde                          ;2;San Buenaventura;3470;Buena Vista                             ;1;Unidad Educativa Central Buena Vista;2;23;1;0;8;0;2;0;2;0;0;0;0;0;0;0;0;0;13;7;2;22;13;22
28883;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;15;Abel Iturralde                          ;2;San Buenaventura;3471;San Miguel                              ;1;Unidad Educativa San Miguel;1;128;1;0;52;1;3;0;15;0;0;0;0;0;0;0;0;0;72;41;6;119;72;119
28884;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;637;Charazani                               ;2438;Escuela Charazani;1;220;1;0;75;2;4;0;16;0;0;0;0;0;0;0;0;0;98;53;7;158;98;158
28885;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;637;Charazani                               ;2438;Escuela Charazani;2;220;0;0;84;1;1;0;11;0;0;0;0;0;0;0;0;0;97;55;5;157;97;157
28886;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;637;Charazani                               ;2438;Escuela Charazani;3;239;1;0;76;1;1;0;8;0;0;0;0;0;0;0;0;0;87;79;7;173;87;173
28887;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;638;Chari                                   ;2418;Escuela Seccional Chari;1;147;0;0;116;0;1;0;3;0;0;0;0;0;0;0;0;0;120;25;2;147;120;147
28888;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;639;Amarete                                 ;25768;U. E. Isqani 2;1;220;0;0;132;0;1;0;28;0;0;0;0;0;0;0;0;0;161;35;9;205;161;205
28889;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;639;Amarete                                 ;25768;U. E. Isqani 2;2;220;0;0;129;2;1;0;33;0;0;0;0;0;0;0;0;0;165;36;8;209;165;209
28890;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;639;Amarete                                 ;25768;U. E. Isqani 2;3;220;0;0;132;0;1;0;30;0;0;0;0;0;0;0;0;0;163;37;2;202;163;202
28891;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;639;Amarete                                 ;25768;U. E. Isqani 2;4;220;0;0;113;1;3;0;50;0;0;0;0;0;0;0;0;0;167;31;7;205;167;205
28892;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;639;Amarete                                 ;25768;U. E. Isqani 2;5;239;0;0;133;3;0;0;43;0;0;0;0;0;0;0;0;0;179;27;15;221;179;221
28893;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;640;Chulina (San Miguel)                    ;25769;U. E. Chullina;1;220;1;0;126;3;0;0;5;0;0;0;0;0;0;0;0;0;135;54;6;195;135;195
28894;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;640;Chulina (San Miguel)                    ;25769;U. E. Chullina;2;20;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;14;4;0;18;14;18
28895;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;641;Carijana                                ;25589;U. E. Carijana;1;122;0;0;75;2;2;0;14;0;0;0;0;0;0;0;0;0;93;22;5;120;93;120
28896;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;642;Gral. Ramón Gonzales                    ;2385;Escuela General Ramon Gonzales;1;145;0;0;66;1;4;0;1;0;0;0;0;0;0;0;0;0;72;38;4;114;72;114
28897;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;643;Santa Rosa de Caata                     ;25770;U. E. Yawar Mallku;1;220;0;0;129;0;1;0;12;0;0;0;0;0;0;0;0;0;142;36;20;198;142;198
28898;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;643;Santa Rosa de Caata                     ;25770;U. E. Yawar Mallku;2;73;0;0;39;0;1;0;7;0;0;0;0;0;0;0;0;0;47;18;3;68;47;68
28899;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;2771;Pauje Yuyo                              ;2402;U. E. Pauje Yuyo;1;157;0;0;105;0;2;0;4;0;0;0;0;0;0;0;0;0;111;19;4;134;111;134
28900;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;3235;Apacheta                                ;8014;Unidad Educativa Apacheta;1;189;0;0;101;5;0;0;11;0;0;0;0;0;0;0;0;0;117;53;7;177;117;177
28901;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;3313;Soto Pata                               ;25590;U.E. Soto Pata;1;220;0;0;144;2;0;0;14;0;0;0;0;0;0;0;0;0;160;39;2;201;160;201
28902;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;3313;Soto Pata                               ;25590;U.E. Soto Pata;2;87;0;0;65;0;0;0;6;0;0;0;0;0;0;0;0;0;71;10;0;81;71;81
28903;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;3347;Amarka                                  ;25767;U. E. Llachuani;1;220;0;0;116;0;1;0;19;0;0;0;0;0;0;0;0;0;136;57;5;198;136;198
28904;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;3347;Amarka                                  ;25767;U. E. Llachuani;2;51;0;0;31;0;0;0;2;0;0;0;0;0;0;0;0;0;33;12;1;46;33;46
28905;DIPUTADO CIRCUNSCRIPCIÓN ESPECIAL;32;Bolivia;2;La Paz;1;16;Bautista Saavedra                       ;1;Charazani                               ;3383;Sayhuani.                               ;1;Callinsani;1;161;0;0;110;0;0;0;13;0;0;0;0;0;0;0;0;0;123;19;1;143;123;143
